"시군구코드","연도","시군구명","대졸인구비율","대졸인구비율등급","여성종사자비율","여성종사자비율등급","20세미만인구성장률","20세미만인구성장률등급","투표율","투표율등급","재정자립도","재정자립도등급","경제활동인구대비종사자수","경제활동인구대비종사자수등급","1인당지역내총생산","1인당지역내총생산등급","특허출원건수","특허출원건수등급","1인당주민세","1인당주민세등급","1인당공원면적","1인당공원면적등급","도로밀도","도로밀도등급","1만인당공무원수","1만인당공무원수등급","건축허가면적증감률","건축허가면적증감률등급","주민등록인구전출입률","주민등록인구전출입률등급","폐기물재활용률","폐기물재활용률등급","1만인당사회복지시설수","1만인당사회복지시설수등급","1만인당문화체육시설수","1만인당문화체육시설수등급","1만인당축제건수","1만인당축제건수등급","비영리단체수","비영리단체수등급"
"47850","2014",경상북도 칠곡군,,,,,,,,,,,,,57887.36,10,,,,,,,,,,,,,,,,,,,,,,,,
"48730","2014",경상남도 함안군,,,,,,,,,,,,,96385.94,12,,,,,,,,,,,,,,,,,,,,,,,,
"48820","2014",경상남도 고성군,,,,,,,,,,,,,80861.76,12,,,,,,,,,,,,,,,,,,,,,,,,
"48860","2014",경상남도 산청군,,,,,,,,,,,,,44400.03,10,,,,,,,,,,,,,,,,,,,,,,,,
"48890","2014",경상남도 합천군,,,,,,,,,,,,,36306.88,8,,,,,,,,,,,,,,,,,,,,,,,,
"49110","2014",제주특별자치도 제주시,,,,,,,,,,,,,43709.86,10,,,,,,,,,,,,,,,,,,,,,,,,
"49130","2014",제주특별자치도 서귀포시,,,,,,,,,,,,,53972.28,10,,,,,,,,,,,,,,,,,,,,,,,,
"11680","2005",서울특별시 강남구,40.7,7,38.17,5,-14.17,10,60.27,5,89.9,7,1.24,7,,0,6559,7,856.45,7,8.55,2,10.55,7,27.18,1,109.37,6,1.64,8,60.44,5,0.16,1,18.15,6,0,1,26,6
"11740","2010",서울특별시 강동구,24,6,45.76,6,-9.5,10,52.4,5,44.5,6,0.24,4,,0,678,6,77.56,5,4.88,1,11.32,6,25.17,1,88.46,5,-0.54,10,86.32,6,0.67,3,14.12,5,0.02,1,27,5
"26140","2010",부산광역시 서구,14.19,6,48.54,6,-23.28,10,51.23,5,11.4,3,0.36,5,1866606,3,133,1,97.12,6,16.37,4,8.36,5,58.15,5,-4.99,1,-1.95,10,59.06,5,1.97,6,9.86,4,0.26,4,18,3
"26260","2000",부산광역시 동래구,11.98,6,47.1,6,-20.33,10,59.21,5,51.7,6,0.24,5,,0,,,45.59,5,8.13,1,8.75,7,20.22,1,,0,-0.93,10,53.55,5,0.17,4,5.94,2,0.03,1,,
"26410","2010",부산광역시 금정구,19.17,6,41.23,6,-15.92,10,53.87,5,19.1,5,0.33,5,3188037,5,551,5,88.82,6,5.44,1,3.63,2,33.56,2,20.21,1,-0.02,10,70.22,5,0.85,4,12.53,5,0.04,1,41,6
"26470","2000",부산광역시 연제구,11.11,6,45.37,6,-26.07,10,62.1,5,39.8,6,0.24,5,,0,,,41.87,4,2.74,1,9.04,7,23.73,2,,0,-2.19,10,76.7,6,0.28,6,12.31,5,0,1,,
"27200","2010",대구광역시 남구,16.32,6,49.34,6,-17.97,10,51.6,5,15.9,4,0.24,4,1633581,3,154,1,53.65,5,100.37,7,9.16,5,33.93,2,-49.19,1,-2.32,10,73.27,6,0.95,4,12.22,5,0.12,1,48,6
"27230","2005",대구광역시 북구,14.72,6,38.3,5,5.18,10,56.7,5,31,6,0.25,5,4790159,6,632,6,51.73,3,3.3,1,3.45,5,19.73,1,-42.15,1,0.34,10,59.56,5,0.2,2,8.3,5,0.07,1,19,5
"27230","2010",대구광역시 북구,14.92,6,39.49,5,-11.44,10,51.87,5,18.8,4,0.29,5,5296418,6,1063,6,59.21,5,3.44,1,4.22,3,19.53,1,-43.79,1,-1.54,10,75.74,6,0.35,1,11.78,5,0.07,1,29,5
"27260","2010",대구광역시 수성구,26.85,7,46.12,6,-0.67,10,55.5,5,30,6,0.26,4,4744901,6,560,5,122.17,6,46.42,6,4.24,3,19.18,1,-80.06,1,0.28,8,88.34,6,0.4,1,11.56,5,0.02,1,58,6
"27710","2010",대구광역시 달성군,11.47,5,31.97,5,2,10,56.47,5,38.5,6,0.4,5,3346813,5,475,5,8.09,1,225.52,7,1.21,1,38.88,3,-36.3,1,0.18,8,85.66,6,1.18,5,12.59,5,0.06,1,11,1
"28170","2010",인천광역시 미추홀구,11.61,5,44.99,6,-10.19,10,47.43,5,21.7,5,0.25,4,4859816,6,669,6,70.55,5,6.79,1,9.71,5,25.36,1,5.8,1,-0.95,10,70.65,5,0.75,3,13.87,5,0.02,1,113,7
"28185","2000",인천광역시 연수구,11.19,6,49.9,6,12.74,9,60.18,5,33.9,6,0.12,3,,0,,,22.03,2,37.37,6,5.95,6,18.1,1,,0,-0.48,10,50.73,5,0.35,6,10.37,5,0,1,,
"11110","2010",서울특별시 종로구,27.11,7,43.63,6,-10.71,10,56.3,5,78.5,7,1.66,7,,0,1114,6,1453.36,7,41.45,6,11.43,6,74.88,5,266.73,7,-2.46,10,85.39,6,1.09,5,34.52,7,0.64,6,180,7
"11140","2000",서울특별시 중구,11.96,6,38.98,6,-13.46,10,64.05,5,95,7,3.05,7,,0,,,2034.09,7,12.92,3,10.96,7,89.51,6,-80.28,10,10.59,8,59.24,5,0.22,5,15.02,5,0.3,6,,
"11170","2005",서울특별시 용산구,23.49,7,38.56,5,-18.3,10,59.5,5,55.3,6,0.58,6,,0,3857,7,279.68,7,8.09,1,12.67,7,57.51,4,-23.69,1,-0.2,10,61.03,5,0.32,4,11.12,5,0.14,2,35,6
"11215","2010",서울특별시 광진구,24.1,6,40.59,6,-13.96,10,51.2,5,44,6,0.34,5,,0,902,6,95.88,6,8.02,1,19.04,6,30.13,2,191.42,6,-1.77,10,90.64,6,0.65,3,17.72,6,0.05,1,31,5
"11260","2005",서울특별시 중랑구,12.83,6,47.18,6,-21.35,10,56,5,31.1,6,0.16,3,,0,286,3,26.43,1,11.1,3,16.86,7,29.85,1,20.17,1,-2.05,10,73.47,5,0.02,1,8.39,5,0.05,1,10,3
"11290","2000",서울특별시 성북구,12.1,6,43.41,6,-15.46,10,60.13,5,43.7,6,0.17,4,,0,,,40.61,4,8.56,1,24.31,7,30.25,3,-59.5,10,-3.4,10,77.04,6,0.15,4,17.68,6,0,1,,
"11290","2010",서울특별시 성북구,22.49,6,48.17,6,-3.51,10,52.3,5,34.8,6,0.21,4,,0,1572,7,92.45,6,9.75,2,25.07,7,29,2,-26.59,1,0.55,8,86.86,6,0.59,2,12.11,5,0.04,1,34,5
"11440","2010",서울특별시 마포구,28.48,7,42.73,6,-9.61,10,52.13,5,47.1,6,0.65,6,,0,1857,7,205.92,7,5.98,1,17.45,6,33.81,2,44.89,3,-0.29,10,89.79,6,0.65,3,14.86,5,0.19,2,107,7
"11590","2000",서울특별시 동작구,18.41,7,41.91,6,-16.1,10,61.55,5,39.2,6,0.21,5,,0,,,48.37,5,9.02,2,13.9,7,30.06,3,-15.87,10,-1.63,10,31.65,3,0.2,5,2.87,1,0,1,,
"44200","2000",충청남도 아산시,5.34,5,32.68,5,13.97,9,62.85,5,32.4,5,0.38,6,5385336,7,,,81.08,6,29.02,6,1.32,2,47.58,5,-37.18,10,0.58,10,72.25,6,0.33,6,12.34,5,0.11,4,,
"30110","2000",대전광역시 동구,8.05,6,39.72,6,-20.66,10,59.29,5,24.9,5,0.18,4,1735802,5,,,30.82,3,33.87,6,2.99,5,30.36,3,20.32,8,-1.71,10,66.17,6,0.32,6,14.27,5,0.08,2,,
"30110","2005",대전광역시 동구,11.08,5,39.77,6,-19.48,10,54.43,5,23.6,5,0.19,4,2099533,4,234,2,46.41,3,33.64,6,3.12,5,35.59,2,-35.84,1,-2.1,10,82.02,6,0.43,5,7.13,4,0.09,1,27,6
"30200","2005",대전광역시 유성구,29.21,7,33.65,5,24.96,9,59.17,5,44.1,6,0.36,6,5033247,6,5688,7,108.92,6,29.97,6,3.16,5,24.79,1,147.66,6,7.07,8,79.58,6,0.36,5,12.4,6,0.04,1,23,6
"30230","2000",대전광역시 대덕구,9.94,6,31,5,7.59,10,60.05,5,33.6,6,0.38,6,3612778,6,,,69.93,6,42.25,6,5.32,6,21.77,1,-57.37,10,1.65,8,61.68,5,0.26,5,10.1,4,0.09,2,,
"31200","2010",울산광역시 북구,11.62,5,21.24,4,7.26,10,56.8,5,35.5,6,0.59,6,11684719,7,318,3,5.96,1,25.57,5,3.72,2,29.52,2,-5.85,1,2.07,8,69.68,5,0.53,1,14.99,5,0.24,3,26,5
"31710","2005",울산광역시 울주군,9.82,5,29.55,5,-5.59,10,62.7,5,51.9,6,0.48,6,8789176,7,169,1,337.82,7,91.54,7,1.72,3,43.66,3,36.54,2,-0.54,10,61.35,5,0.18,2,9.8,5,0.3,5,13,4
"31710","2010",울산광역시 울주군,12.28,5,25.84,4,6.5,10,57.47,5,48.6,6,0.5,6,10945799,7,296,3,12.86,1,92.77,7,1.86,1,39.89,3,63.29,4,1.68,8,63.34,5,1.53,5,16.66,5,0.26,4,24,4
"41130","2005",경기도 성남시,23.73,7,40.97,6,-11.4,10,56.72,5,70.2,7,0.29,5,10864554,7,3818,7,141.86,6,10.9,3,3.98,6,27.47,1,-3.9,1,0.03,10,53.68,5,0.11,1,10.9,5,0.02,1,65,7
"41150","2005",경기도 의정부시,13.32,6,45.37,6,-0.29,10,56.63,5,53.3,6,0.2,4,3873223,6,279,3,36.51,2,1.28,1,3.97,6,29.18,1,-84.01,1,0.65,9,72.7,5,0.18,1,11.48,5,0.08,1,48,7
"41370","2005",경기도 오산시,11.43,6,40.6,6,19.01,9,56.87,5,51.9,6,0.27,5,2268600,5,181,1,55.82,4,0.77,1,5.38,6,64.97,5,343.5,7,5.31,8,68.4,5,0.3,4,12.22,6,0,1,14,4
"41390","2000",경기도 시흥시,8.53,6,26.9,5,133.83,8,60.38,5,62.6,6,0.47,6,4666331,7,,,35.76,4,4.41,1,4.61,6,20.51,1,-40.54,10,6.58,8,47.81,5,0.07,1,15.3,6,0,1,,
"41480","2010",경기도 파주시,15.11,6,35.73,5,32.02,8,50.23,5,54,6,0.43,6,6896417,6,573,5,9.84,1,14.2,3,0.8,1,43.31,4,-7.75,1,8.41,8,99.11,6,1.89,6,14.72,5,0.3,4,37,6
"41570","2010",경기도 김포시,16.54,6,30.49,5,4.26,10,52.63,5,45.8,6,0.55,6,4305516,6,769,6,11.5,1,4.37,1,1.17,1,42.79,4,747.94,7,4.58,8,99.56,6,1.16,5,13.68,5,0.18,2,23,4
"41590","2005",경기도 화성시,11.41,6,26.17,4,45.72,8,57.13,5,64,7,0.83,7,8571137,7,1360,7,221.96,7,1.35,1,0.98,1,44.65,3,166.09,6,8.02,8,76.38,6,0.45,5,9.35,5,0.14,2,16,5
"41820","2000",경기도 가평군,5.69,5,43.89,6,-7.34,10,71.63,6,28.5,5,0.21,5,,0,,,33.43,4,0.07,1,0.4,1,95.31,6,-30.48,10,-0.53,10,82.23,6,0.96,7,13.42,5,0.19,5,,
"41820","2005",경기도 가평군,7.42,4,46.64,6,-17.69,10,67.87,6,21.9,5,0.31,5,912926,1,27,1,105.44,5,0.88,1,0.42,1,194.23,7,101.38,5,0.07,10,82.27,6,2.02,7,14.93,6,0.4,6,7,1
"42150","2000",강원도 강릉시,9.38,6,40.09,6,-6.68,10,66.41,5,31.9,5,0.25,5,1991086,5,,,50.28,5,44.68,6,0.45,1,52.23,5,-75.67,10,-0.19,10,33.77,4,0.31,6,10.56,5,0.22,5,,
"42790","2010",강원도 화천군,12.33,5,38.77,5,-20.37,10,65.63,6,14.9,4,0.2,3,675434,1,17,1,6.8,1,36.17,6,0.44,1,203.9,7,649.46,7,-0.45,10,88.84,6,1.81,6,31.65,6,1.81,7,3,1
"42800","2000",강원도 양구군,6.06,5,47.87,6,-10.57,10,74.15,6,25.5,5,0.21,5,294010,1,,,21.83,2,10.52,3,0.52,1,180.96,7,-69.22,10,-2.34,10,32.51,3,0,1,19.84,6,1.89,7,,
"42800","2005",강원도 양구군,9.24,5,42.83,6,-22.13,10,70.07,6,19.6,4,0.18,4,410483,1,9,1,44.8,3,11.07,3,0.46,1,214.29,7,-22.77,1,-1.31,10,54.37,5,0.51,5,34.94,7,2.57,7,2,1
"42800","2010",강원도 양구군,10.57,5,36.11,5,-8.82,10,66.97,6,15.4,4,0.28,5,512997,1,11,1,5.44,1,35.74,6,0.46,1,211.23,7,2879.31,7,1.67,8,76.27,6,2.58,6,40.28,7,3.1,7,2,1
"42820","2005",강원도 고성군,5.13,3,38.64,5,-27.11,10,68.43,6,17.5,4,0.25,5,554499,1,7,1,81.75,5,22.51,5,0.57,1,161.88,6,38.33,2,-1.28,10,83.4,6,0.34,4,24.01,7,2.74,7,2,1
"42820","2010",강원도 고성군,7.25,4,43.08,6,-21.67,10,65.27,6,13.3,3,0.32,5,622862,1,35,1,8.79,1,17.94,4,0.55,1,171.94,7,62.47,4,-0.99,10,86.97,6,1.5,5,41.12,7,3.74,7,2,1
"42830","2000",강원도 양양군,4.92,4,41.55,6,-11.15,10,74.9,6,10.8,1,0.25,5,440797,1,,,35.4,4,8.31,1,0.43,1,150.7,7,-6.4,10,-3.1,10,83.69,6,0.69,7,18.19,6,2.75,7,,
"43110","2005",충청북도 청주시,15.43,6,44.87,6,-2.2,10,56.3,5,55.1,6,0.27,5,8354894,7,675,6,70.07,4,85.94,7,6.4,6,26.73,1,-1.03,1,0.38,10,50.22,5,0.26,3,10.59,5,0.03,1,118,7
"43740","2000",충청북도 영동군,4,4,36.12,5,-16.1,10,75.7,6,19.1,4,0.2,5,696715,1,,,26.21,3,23.91,5,0.63,1,97.08,6,-29.85,10,-2.26,10,85.86,6,0,1,8.1,4,0.17,5,,
"43745","2000",충청북도 증평군,5.64,5,42.59,6,-12.82,10,,0,,0,0.26,5,,0,,,38.06,4,14.09,4,0.74,1,,0,15.27,8,,0,82.42,6,0.34,6,21.89,6,0.34,6,,
"43760","2005",충청북도 괴산군,4.01,2,32.36,5,-33.4,10,64.37,6,13,3,0.29,5,619337,1,42,1,48.67,3,33.03,6,0.66,1,193.47,7,30.65,1,-2.26,10,27.89,2,2.17,7,21.67,6,0.62,6,10,3
"43800","2010",충청북도 단양군,7.41,4,28.29,5,-21.15,10,63.57,6,17.2,4,0.47,6,949481,1,25,1,13.54,1,68.39,7,0.5,1,188.89,7,111.88,6,-0.9,10,93.82,6,3.91,7,20.59,6,1.42,7,4,1
"44130","2010",충청남도 천안시,15.03,6,37.56,5,-0.27,10,48.07,5,54.5,6,0.43,6,16211610,7,2137,7,7.68,1,10.72,2,1.55,1,31.45,2,-17.77,1,1.62,8,60.95,5,0.87,4,13.07,5,0.05,1,98,7
"44180","2000",충청남도 보령시,4.31,4,40.26,6,-22.13,10,66.75,5,17.8,4,0.22,5,1499644,5,,,49.71,5,18.71,5,0.58,1,73.77,6,-49.26,10,-2.32,10,73.73,6,0.46,6,8.58,4,0.27,6,,
"44200","2005",충청남도 아산시,8.2,5,33.55,5,3.55,10,55.1,5,39.9,6,0.47,6,10895991,7,832,6,275.9,7,30.14,6,1.43,2,61.9,5,95.88,5,1.15,8,69.32,5,0.43,5,13.05,6,0.1,1,19,5
"44230","2010",충청남도 논산시,8.45,4,43.42,6,-14.28,10,54.67,5,18.9,5,0.35,5,2273516,4,218,2,5.97,1,22.57,5,1.01,1,74.32,5,28.45,1,-0.64,10,50.68,5,2.68,6,14.85,5,0.5,6,22,4
"44710","2000",충청남도 금산군,3.4,3,37.6,5,-20.12,10,65.68,5,15.5,3,0.29,5,742187,1,,,35.37,4,19.4,5,0.56,1,91.32,6,,0,-1.37,10,83.29,6,0.17,4,9.67,4,0.69,7,,
"44760","2005",충청남도 부여군,4.66,3,41.55,6,-25.35,10,64.5,6,12.4,3,0.22,4,1108092,1,63,1,67.41,4,34.78,6,0.68,1,145.92,6,-43.08,1,-2.03,10,74.63,6,0.82,6,7.9,5,0.27,5,7,1
"44760","2010",충청남도 부여군,6.2,3,43.83,6,-21.24,10,60.97,6,14.9,4,0.29,5,1420137,2,58,1,4.99,1,40.1,6,0.77,1,112.16,6,108.09,6,-1.4,10,59.02,5,1.33,5,11.1,4,0.3,4,7,1
"44790","2005",충청남도 청양군,4,2,42.29,6,-33.47,10,66.77,6,11.6,2,0.26,5,634645,1,35,1,50.62,3,16.34,4,0.72,1,220.97,7,71.82,5,-1.53,10,84.67,6,0,1,7.34,4,0.96,7,4,1
"44800","2010",충청남도 홍성군,8.84,5,43.88,6,-5.63,10,60.67,6,27.9,5,0.33,5,1685508,3,68,1,5.69,1,16.92,4,0.71,1,81.75,5,33.74,2,-0.07,10,31.15,3,0.24,1,13.65,5,0.6,6,9,1
"44810","2000",충청남도 예산군,4.21,4,39.83,6,-17.38,10,69.78,6,17.8,4,0.19,4,869680,2,,,22.49,2,10.94,3,0.52,1,65.32,5,-3.09,10,-2.3,10,69.9,6,0.31,6,10.03,4,0.2,5,,
"44825","2000",충청남도 태안군,3.69,3,36.39,5,-9.91,10,69.3,6,20.7,4,0.16,4,936175,3,,,63.54,5,26.34,6,0.59,1,83.42,6,158.33,8,-0.73,10,72.6,6,0.15,4,6.52,3,0.15,5,,
"45110","2000",전라북도 전주시,13.61,6,44.23,6,0.71,10,61.55,5,51,6,0.25,5,,0,,,44.72,5,5.3,1,1.84,4,29.28,3,-64.29,10,0.61,10,49.75,5,0.21,5,12.96,5,0.03,1,,
"45110","2010",전라북도 전주시,20.49,6,46.67,6,-4.7,10,53.08,5,33.5,6,0.31,5,7699609,7,773,6,4.71,1,24.66,5,2.88,1,11.48,1,65.66,4,0.02,10,78.65,6,0.89,4,14.81,5,0.05,1,370,7
"45730","2005",전라북도 무주군,5.48,3,32.62,5,-31.31,10,72.03,6,15.4,4,0.27,5,394972,1,4,1,46.83,3,20.07,5,0.51,1,215.25,7,236.13,7,-0.95,10,84.73,6,0.45,5,24.11,7,3.57,7,6,1
"46130","2005",전라남도 여수시,9.83,5,35,5,-19.12,10,63.67,6,33,6,0.3,5,,0,109,1,235.69,7,22.61,5,1.87,3,63.71,5,-5.53,1,-1.72,10,50.46,5,0.58,6,12.77,6,0.07,1,35,6
"46150","2005",전라남도 순천시,12.26,6,45.42,6,-9.23,10,65.07,6,26.4,5,0.25,5,,0,202,2,43,3,36.08,6,1.13,1,49.14,4,-36.16,1,-0.11,10,56.74,5,0.38,5,11.45,5,0.08,1,29,6
"46170","2000",전라남도 나주시,4.23,4,36.92,5,-17.56,10,77.9,6,16.9,4,0.24,5,,0,,,30.8,3,13.36,4,0.77,1,100.37,6,-32.07,10,-1.85,10,69.64,6,0.5,6,11.25,5,0,1,,
"46170","2010",전라남도 나주시,7.41,4,37.45,5,-19.64,10,63,6,15.4,4,0.41,6,1879367,3,135,1,9.47,1,133.96,7,1.17,1,152.9,6,110.5,6,-1.64,10,66.81,5,2.54,6,20.84,6,0.13,1,31,5
"46710","2005",전라남도 담양군,5.37,3,37.02,5,-33.69,10,72.2,6,12.2,3,0.34,5,,0,78,1,43.05,3,8.78,2,0.68,1,131.73,6,128.5,6,-0.15,10,76.94,6,0.92,6,8.95,5,0.23,4,5,1
"46770","2000",전라남도 고흥군,1.95,1,47.27,6,-31.58,10,77.28,6,10.4,1,0.15,4,,0,,,12.32,1,18.44,5,0.7,1,86.62,6,-55.32,10,-1.37,10,77.64,6,0,1,8.09,4,0.11,4,,
"46780","2000",전라남도 보성군,2.51,1,35.34,5,-28.92,10,78.9,6,10.6,1,0.19,4,,0,,,17.53,1,23.38,5,0.64,1,110.15,6,-9.47,10,-2.69,10,62.4,5,0.18,4,8.58,4,0.36,6,,
"46780","2010",전라남도 보성군,4.82,2,45.42,6,-21.68,10,66.47,6,8.9,1,0.28,5,746526,1,38,1,6.07,1,24.06,5,0.65,1,127.22,6,218.35,7,-1.45,10,59.83,5,1.99,6,21.16,6,1,7,9,1
"46810","2005",전라남도 강진군,4.67,3,45.33,6,-31.3,10,72.5,6,8.3,1,0.22,4,,0,6,1,41.05,2,64.74,7,0.55,1,154.72,6,32.4,1,-1.91,10,72.57,5,0.82,6,14.19,6,0.27,5,8,2
"46810","2010",전라남도 강진군,5.93,3,44.53,6,-11.56,10,61.97,6,9.2,1,0.27,4,602512,1,10,1,7.02,1,75.98,7,0.55,1,199.39,7,272.36,7,0.65,8,59.25,5,2.05,6,22.8,6,0.29,4,14,2
"46820","2005",전라남도 해남군,4.22,2,46.57,6,-31.18,10,71.37,6,10,1,0.22,4,,0,27,1,30.25,1,14.06,4,0.63,1,98.94,6,41.42,3,-1.64,10,84.8,6,0.81,6,11.61,5,0,1,7,1
"46870","2000",전라남도 영광군,5.21,4,29.22,5,-15.78,10,74.15,6,16.1,3,0.3,6,,0,,,106.43,6,50.54,6,0.58,1,91.56,6,-16.98,10,-3.32,10,71.68,6,0.61,7,11.45,5,0.15,5,,
"46900","2000",전라남도 진도군,2.48,1,36.99,5,-26.36,10,80.13,6,11.6,2,0.14,3,,0,,,15.66,1,20.7,5,0.56,1,126.89,6,80.94,8,-2.73,10,82.28,6,0,1,12.48,5,0.26,6,,
"46910","2005",전라남도 신안군,2.96,1,29.91,5,-35.48,10,72.07,6,9.6,1,0.13,2,,0,15,1,21.93,1,1.31,1,0.65,1,195.25,7,25.85,1,-2.25,10,14.73,1,0.52,5,9.62,5,0,1,0,1
"46910","2010",전라남도 신안군,4.16,1,30.62,5,-30.36,10,64.17,6,12.7,3,0.24,4,720835,1,15,1,5.86,1,117.76,7,0.65,1,290.17,7,324.69,7,-0.28,10,31.1,3,3.01,6,28.9,6,0.6,6,0,1
"31170","2015",울산광역시 동구,14.41,5,22.8,4,-6.14,10,63.38,6,31.15,6,0.57,6,59441.36,6,,,120.92,7,26.16,6,3.71,5,24.72,1,-33.63,1,,,74.87,6,5.98,1,13.71,5,0.06,1,,
"41220","2015",경기도 평택시,15.33,5,34.35,5,-0.33,10,55.19,5,44.54,6,0.55,6,50032.48,6,,,46.52,6,8.36,2,2.58,4,40.3,4,128.22,6,,,89.2,6,13.97,2,13.79,5,0.04,1,,
"41410","2015",경기도 군포시,26.4,6,42.11,6,-11.89,10,63.08,5,45.7,6,0.39,5,21732.24,4,,,17.41,4,9.61,3,10.58,7,28.69,2,85.19,5,,,77.6,6,5.99,1,11.84,4,0.07,1,,
"42230","2015",강원도 삼척시,13.98,5,34.66,5,-14.49,10,67.35,6,18.01,5,0.38,5,32090.7,5,,,34.74,6,28.14,6,0.7,1,93.77,6,-73.25,1,,,89.27,6,35.62,5,20.5,6,0.56,6,,
"43730","2015",충청북도 옥천군,10.24,4,39.05,5,-13.47,10,70.13,6,15.32,4,0.44,5,26628.2,5,,,16.56,4,15.55,5,0.45,1,91.54,6,138.41,6,,,87.16,6,64.44,6,59.42,7,0.76,7,,
"43770","2015",충청북도 음성군,12.21,5,30.23,5,0.65,10,58.42,5,26.28,6,0.88,6,68927.39,7,,,61.09,7,21.47,5,1.82,3,61.26,5,74.38,5,,,79.47,6,46.33,6,30.63,6,0.52,6,,
"44230","2015",충청남도 논산시,11.85,5,41.88,6,-11.85,10,61.06,5,16.68,4,0.4,5,27625.64,5,,,16.35,4,10.65,3,2.55,4,57.62,5,-27.13,1,,,87.52,6,46.63,6,14.99,5,0.32,6,,
"44760","2015",충청남도 부여군,9.06,4,43.16,6,-16.06,10,65.95,6,10.94,3,0.32,5,25976.17,5,,,12.64,3,10.19,3,0.31,1,76.18,6,15.51,1,,,92.22,6,71.73,6,25.84,6,0.42,6,,
"45190","2015",전라북도 남원시,11.93,5,47.04,6,-13.7,10,68.69,6,10.87,3,0.34,5,19702.4,4,,,10.68,2,40.05,6,1.19,1,99.07,6,-56.33,1,,,79.08,6,64.7,6,17.5,5,0.47,6,,
"45790","2015",전라북도 고창군,10.3,4,41.07,5,-11.77,10,70.89,6,14.28,4,0.35,5,23748.04,5,,,9.13,1,19.7,5,1.29,1,94.1,6,-46.07,1,,,66.07,5,107.83,7,21.97,6,0.67,7,,
"46130","2015",전라남도 여수시,14.11,5,33.29,5,-14.93,10,61.3,5,29.36,6,0.47,6,71347.6,7,,,38.28,6,23.1,6,2.96,4,63.23,5,-30.98,1,,,70.62,5,25.02,5,27.18,6,0.24,5,,
"46790","2015",전라남도 화순군,13.3,5,41.96,6,-17.39,10,69.56,6,22.67,5,0.49,6,22175.66,4,,,19.44,5,28.76,6,0.64,1,113.47,6,-27.85,1,,,44.84,4,84.15,7,18.88,5,0.46,6,,
"46870","2015",전라남도 영광군,11.3,4,38.14,5,-9.6,10,68.38,6,11.77,3,0.43,5,58335.44,6,,,29.28,6,24.23,6,1.24,1,124.57,6,-27.44,1,,,25.55,2,80.12,7,31.89,6,0.89,7,,
"47150","2015",경상북도 김천시,14.15,5,38.56,5,-5.49,10,64.84,6,24.07,5,0.4,5,33003.57,5,,,27.53,5,33.33,6,1.2,1,82.51,6,61.32,5,,,38.47,4,40.19,6,18.02,5,0.07,1,,
"47250","2015",경상북도 상주시,13.06,5,44.68,6,-11.16,10,71.06,6,13.45,4,0.32,5,22364.98,4,,,11.75,3,24.51,6,0.64,1,116.13,6,-61.17,1,,,34.53,3,63.84,6,31.72,6,0.1,1,,
"47750","2015",경상북도 청송군,9.63,4,43.94,6,-14.45,10,73.5,6,11.57,3,0.34,5,24153.65,5,,,10.95,2,18.62,5,0.09,1,205.31,7,81.83,5,,,33.81,3,90.57,7,18.03,5,0.38,6,,
"47760","2015",경상북도 영양군,9.08,4,39.31,5,-11.25,10,75.42,6,10.8,3,0.23,3,21840.21,4,,,7.35,1,38.72,6,0.11,1,283.37,7,2.22,1,,,35.76,3,99.69,7,22.36,6,1.12,7,,
"42780","2015",강원도 철원군,11.24,4,45.11,6,-12.99,10,64.27,6,12.12,3,0.24,4,32624.56,5,,,6.9,1,29.62,6,0.61,1,106.63,6,-53.28,1,,,87.57,6,30.97,5,24.56,6,0.41,6,,
"11110","2015",서울특별시 종로구,32.43,6,43.96,6,-12.23,10,61.34,5,56.25,7,2.02,7,180898.76,7,,,176.2,7,24.85,6,13.77,7,80.96,6,18.08,1,,,91.93,6,6.36,1,38.6,6,2,7,,
"11170","2015",서울특별시 용산구,35.26,7,42.73,6,-9.04,10,58.58,5,47.85,6,0.73,6,44177.21,6,,,49.48,6,2.25,1,14.86,7,57.12,5,-32.87,1,,,90.54,6,6.13,1,13.43,4,0.09,1,,
"11305","2015",서울특별시 강북구,18.26,6,54.83,6,-18.6,10,57.61,5,21.81,5,0.21,3,8553.58,1,,,7.06,1,4.69,1,5.29,6,36.86,3,-1.42,1,,,88.85,6,5.67,1,11.84,4,0.09,1,,
"11410","2015",서울특별시 서대문구,29.46,6,51.37,6,-17.53,10,61.68,5,30.43,6,0.41,5,23874.49,5,,,22.28,5,5.01,1,19.95,7,42.65,4,-2.95,1,,,88.99,6,5.41,1,16.05,5,0.19,4,,
"26170","2015",부산광역시 동구,15.43,5,46.72,6,-24.78,10,58.88,5,17.15,4,1.02,7,53284.11,6,,,41.08,6,0.8,1,8.68,6,65.22,5,82.2,5,,,92.11,6,10.74,1,13.82,5,0.11,2,,
"27110","2015",대구광역시 중구,24.76,6,56.87,6,-0.51,10,57.54,5,31.7,6,1.29,7,55127.58,6,,,48.52,6,0.63,1,12.17,7,77.27,6,1090.97,7,,,85.39,6,10.58,1,31.09,6,0.74,7,,
"47170","2010",경상북도 안동시,11.56,5,45.73,6,-10.89,10,64.27,6,15.1,4,0.31,5,2300159,4,156,1,5.03,1,39.08,6,0.64,1,96.03,6,78.94,5,-0.36,10,89.2,6,1.26,5,15.22,5,0.3,4,60,6
