"시군구코드","연도","시군구명","노령화지수(인구총조사)","노령화지수(인구총조사)등급","인구순이동률","인구순이동률등급","인구변화율(인구총조사)","인구변화율(인구총조사)등급","평균교육년수","평균교육년수등급","독거노인가구비율","독거노인가구비율등급","기초생활수급자(천인당)","기초생활수급자(천인당)등급","소년소녀가장(천인당)","소년소녀가장(천인당)등급","노령화지수(주민등록인구통계)","노령화지수(주민등록인구통계)등급","인구변화율(주민등록인구통계)","인구변화율(주민등록인구통계)등급","고령인구수(인구총조사)","고령인구수(인구총조사)등급","고령인구수(주민등록인구통계)","고령인구수(주민등록인구통계)등급","노년부양비(인구총조사)","노년부양비(인구총조사)등급","노년부양비(주민등록인구통계)","노년부양비(주민등록인구통계)등급","세입자가구비율","세입자가구비율등급","경제활동인구(인구총조사)","경제활동인구(인구총조사)등급","경제활동인구(주민등록인구통계)","경제활동인구(주민등록인구통계)등급","종사자수(천명당)","종사자수(천명당)등급","사업체당종사자수","사업체당종사자수등급","제조업종사자비율","제조업종사자비율등급","고차산업종사자비율","고차산업종사자비율등급","재정자립도","재정자립도등급","지방세액(1인당)","지방세액(1인당)등급","지가변동률(주거)","지가변동률(주거)등급","지가변동률(상업)","지가변동률(상업)등급","의료보험료","의료보험료등급","도소매업종사자수(천명당)","도소매업종사자수(천명당)등급","총사업체수증감율","총사업체수증감율등급","총종사자수증감율","총종사자수증감율등급","도소매업체증감율","도소매업체증감율등급","제조업체증감율","제조업체증감율등급","주요산업별종사자수","주요산업별종사자수등급","총사업체수","총사업체수등급","노후주택비율","노후주택비율등급","신규주택비율","신규주택비율등급","공가율","공가율등급","부동산공시지가","부동산공시지가등급","노후건축물비율","노후건축물비율등급","소형주택비율","소형주택비율등급","주거면적(1인당)","주거면적(1인당)등급","주택보급율","주택보급율등급","접도율","접도율등급"
"41290","2000",경기도 과천시,26.01,3,-0.98,10,-2.01,10,13.09,6,3.1,3,12.84,1,0.08,1,25.82,3,,,4334,1,4616,1,9.51,4,9.43,4,58.4,6,45594,1,48939,2,411.47,6,10.17,7,3.09,1,8.46,6,95.2,7,4330.58,7,-0.57,10,-0.93,10,,,90.87,6,,,,,,,,,6890,2,2891,1,1.8,1,2,1,2.32,2,,,,,72.56,6,19.83,5,90.59,5,46.84,5
"41310","2000",경기도 구리시,21.1,2,0.79,9,13.13,7,10.91,6,1.79,1,29.34,4,0.09,1,20.62,2,,,8125,4,8372,4,7.14,3,6.95,3,49.64,6,113848,5,120436,5,202.71,5,3.87,5,11.77,4,9.83,6,61.3,6,400.69,6,0,10,0,10,,,52.68,6,,,,,,,,,8925,4,8867,5,6.2,1,39.85,6,4.73,5,,,,,58.76,5,18.18,5,82.92,5,50.57,6
"41800","2000",경기도 연천군,64.83,6,-2.38,10,-5.05,10,8.99,5,3.79,4,57.57,6,0.72,6,61.93,6,,,6125,3,6020,3,18.37,6,16.25,6,27.03,5,33338,1,37045,1,210.07,5,3.16,5,18.69,5,6.38,6,26.2,5,303.21,5,0.13,10,0.07,10,,,37.02,5,,,,,,,,,2073,1,3510,1,23.06,5,25.69,5,2.87,3,,,,,74.51,6,22.15,6,282.67,7,49.34,5
"42110","2000",강원도 춘천시,42.15,5,0.46,10,7.68,7,10.45,6,3.15,3,35.97,5,0.18,3,40.95,5,,,21026,6,20884,6,11.6,5,11.65,5,42,6,181266,6,179326,6,249.44,5,3.95,5,6.97,1,8.9,6,39,6,345.46,5,0.19,10,-0.88,10,,,47.68,5,,,,,,,,,11979,5,15874,6,18.36,5,28.3,6,5.16,5,,,,,62.87,5,21.82,6,105.47,5,41.12,5
"42130","2000",강원도 원주시,36.32,4,1.01,9,13.01,7,10.26,6,3.07,3,30.27,4,0.23,4,34.93,4,,,21188,6,20854,6,11.27,5,11.01,5,43.38,6,188040,6,189455,6,269.22,5,4.22,5,15.4,5,8.27,6,48,6,347.4,5,-0.04,10,-0.11,10,,,51.88,6,,,,,,,,,14008,5,17229,6,18.4,5,32.55,6,6.99,6,,,,,71.9,6,20.5,5,110,5,44.69,5
"42720","2000",강원도 홍천군,68.11,6,-1.13,10,-1,1,8.22,5,6.1,5,39.87,5,0.61,6,63.27,6,,,9099,4,8884,4,20.39,6,17.24,6,27.65,5,44635,1,51536,2,205.84,5,3.19,5,12.2,4,6.34,6,19.3,4,274.85,5,0,10,-0.91,10,,,38.45,5,,,,,,,,,3109,1,4803,2,29.47,6,29.05,6,11.66,6,,,,,70.41,6,23.47,6,121.44,6,43.77,5
"42770","2000",강원도 정선군,70.29,6,-2.35,10,-14.4,10,7.92,5,6.74,6,44.21,5,0.43,5,67.5,6,,,5530,2,5399,2,16.94,6,14.52,6,31.61,5,32651,1,37174,1,252.51,5,3.75,5,6.74,1,4.69,5,14.2,2,220.59,4,2.63,8,2.58,8,,,39.07,5,,,,,,,,,2055,1,3403,1,44.69,6,13.53,4,12.46,6,,,,,81.6,6,22.48,6,137.88,6,41.86,5
"43150","2000",충청북도 제천시,47.02,5,-0.67,10,4.84,7,9.13,5,4.2,4,37.32,5,0.12,1,45.23,5,,,13421,5,13090,5,13.21,5,12.36,5,38.17,6,101574,5,105918,5,242.97,5,3.71,5,12.01,4,6.12,6,19.7,4,251.3,5,-0.27,10,-1.56,10,,,50.43,5,,,,,,,,,7461,3,9697,5,21.25,5,31.5,6,5.46,5,,,,,79.69,6,20.17,5,113.1,6,38.81,5
"43720","2000",충청북도 보은군,123.11,6,-2.9,10,-10.23,10,7.21,5,11.22,6,63.31,6,0.63,6,111.25,6,,,8007,4,7508,4,33.71,7,25.9,6,15.08,3,23750,1,28988,1,237.18,5,3.53,5,17.29,5,5.6,5,10.9,1,202.92,4,0.13,10,0,10,,,39.61,5,,,,,,,,,1773,1,2902,1,29.56,6,24.45,5,8.17,6,,,,,79.04,6,25.12,6,128.92,6,52.61,6
"44150","2000",충청남도 공주시,74.28,6,-1.05,10,-0.65,1,8.36,5,6.77,6,51.82,6,0.18,2,68.09,6,,,17581,6,16944,6,19.76,6,18.07,6,26.48,5,88975,4,93759,4,216.46,5,3.85,5,16.56,5,6.27,6,19.2,4,262.8,5,0.06,10,-0.24,10,,,34.36,5,,,,,,,,,4861,1,7627,4,25.21,6,28.45,6,7.01,6,,,,,68.21,5,23.47,6,121.56,6,45.6,5
"46230","2000",전라남도 광양시,25.7,3,-1.4,10,8.67,7,10.03,6,3.81,4,26.45,4,0.34,5,25.11,3,,,9292,4,9224,4,10.67,4,10.03,5,37.31,6,87119,4,91985,4,312.64,6,5.77,6,30.84,6,4.91,5,44,6,536.41,6,-0.11,10,-0.33,10,,,37.5,5,,,,,,,,,13298,5,7468,4,16.34,4,21.11,5,9.82,6,,,,,81.55,6,18.84,5,118.38,6,40.31,5
"46820","2000",전라남도 해남군,98.77,6,-1.66,10,-6.8,10,7.41,5,12.32,6,103.61,7,0.41,5,89.59,6,,,15712,6,15018,6,27.13,6,22.27,6,15.29,3,57912,3,67449,3,183.15,4,3.33,5,13.72,4,6.5,6,14.7,3,188.23,4,-0.04,10,0.05,10,,,39.3,5,,,,,,,,,3900,1,5453,3,48.21,6,17.2,4,4.93,5,,,,,81.23,6,23.47,6,125.97,6,54.52,6
"46860","2000",전라남도 함평군,159.7,7,-3.11,10,-14.62,10,6.54,5,15.85,7,108.15,7,0.87,6,132.94,7,,,9288,4,8318,4,35.56,7,27.13,6,10.07,1,26121,1,30657,1,165.52,4,3.12,5,21.1,5,4.38,5,13.9,2,195.03,4,0.13,10,-0.26,10,,,34.73,5,,,,,,,,,1580,1,2397,1,58.1,7,13.02,3,7.29,6,,,,,82.62,6,24.79,6,138.17,6,55.55,6
"47170","2000",경상북도 안동시,76.53,6,-1.46,10,-3.37,10,8.74,5,7.33,6,65.08,6,0.49,6,71.54,6,,,23597,6,22423,6,18.5,6,17.23,6,31.21,5,127544,5,130137,5,212.12,5,3.33,5,7.21,1,6.32,6,22.9,4,259.23,5,-0.17,10,-0.24,10,,,48.48,5,,,,,,,,,8915,4,11698,5,34.54,6,23.02,5,5.78,5,,,,,76.59,6,21.16,5,114.66,6,43.66,5
"47290","2000",경상북도 경산시,33.02,4,-0.47,10,31.34,7,10.25,6,3.91,4,43.96,5,0.33,5,33.43,4,,,16364,6,16090,6,10.18,4,10.76,5,43.14,6,160786,6,149595,6,284.86,6,5.15,6,42.63,6,4.42,5,44.4,6,352.03,5,-0.1,10,-0.21,10,,,35.74,5,,,,,,,,,25966,6,11822,5,17.07,5,43.35,6,4.47,5,,,,,71.87,6,19.83,5,105.22,5,57.34,6
"47730","2000",경상북도 의성군,182.94,7,-2.58,10,-11.65,10,6.82,5,13.98,7,59.74,6,0.4,5,160.47,7,,,16426,6,15017,6,38.4,7,28.91,7,12.6,2,42771,1,51952,2,176.44,4,2.86,4,19.18,5,5.44,5,17.5,3,171.94,3,-0.11,10,-0.26,10,,,36.66,5,,,,,,,,,2798,1,4705,2,34.65,6,19.9,5,6.81,6,,,,,81.27,6,26.45,6,133.01,6,48.68,5
"47750","2000",경상북도 청송군,122.03,6,-1.84,10,-10.72,10,7.31,5,10.57,6,95.07,7,1.63,7,112.29,6,,,6120,3,5747,3,30.39,6,24.58,6,21.83,4,20139,1,23383,1,218.14,5,3.19,5,5.11,1,4.54,5,13,2,173.58,3,-0.47,10,-0.33,10,,,42.25,5,,,,,,,,,1814,1,2344,1,40.47,6,19.65,5,7.45,6,,,,,84.96,6,23.47,6,132.29,6,40.11,5
"47840","2000",경상북도 성주군,123.33,6,-2.28,10,-2.04,10,7.38,5,12.28,6,53.58,6,0.6,6,108.61,6,,,9014,4,8467,4,29.55,6,24.3,6,15.97,3,30508,1,34841,1,192.08,5,3.5,5,34.04,6,6,5,18.9,4,248.5,4,-1.24,10,-1.45,10,,,25.71,4,,,,,,,,,3341,1,2808,1,44.82,6,20.25,5,9.52,6,,,,,69.73,6,25.12,6,131.08,6,48.88,5
"47940","2000",경상북도 울릉군,74.9,6,-2.04,10,-10.22,10,9.06,5,7.24,6,80.66,6,1.58,7,76.24,6,,,1319,1,1351,1,18.67,6,18.98,6,42.15,6,7066,1,7118,1,321.75,6,3.27,5,11.84,4,5.28,5,14.4,3,206.93,4,-0.29,10,-0.25,10,,,49.41,5,,,,,,,,,712,1,1008,1,36.22,6,14.59,4,12.61,6,,,,,79.3,6,21.16,5,121.7,6,33.27,5
"48170","2000",경상남도 진주시,37.02,4,-0.62,10,3,7,10.05,6,4.8,5,31.78,5,0.25,4,36.05,4,,,25596,6,25537,6,10.46,4,10.4,5,37.41,6,244630,6,245457,6,250.54,5,3.69,5,14.52,4,7.7,6,49,6,305.55,5,0.02,10,-0.41,10,,,52.82,6,,,,,,,,,18056,6,23219,6,18.49,5,26.95,6,3.85,4,,,,,63.26,5,20.17,5,97.25,5,49.28,5
"49720","2000",제주특별자치도 남제주군,64.85,6,-0.88,10,,,8.37,5,12.08,6,39,5,0.04,1,59.53,6,,,8740,4,8790,4,20.43,6,16.13,6,,0,42780,1,54479,2,,,,,,,,,22.7,4,309.02,5,-0.38,10,-0.09,10,,,,,,,,,,,,,,,,,,,,,4.3,5,,,,,,,21.82,6,112.61,6,,
"26260","2010",부산광역시 동래구,83.12,4,-1.01,10,1.59,7,11.93,6,5.73,4,21.91,4,0.01,1,80.25,4,0.4,2,30002,6,30039,6,15.04,4,13.95,4,39.03,6,199501,6,215309,6,264.47,5,4.01,5,5.01,1,5.34,6,24.1,5,421.32,3,0.11,6,-0.02,1,36276104.35,6,54.48,6,-0.01,1,0.25,1,0.52,2,-2.63,10,15405,5,18628,6,40.68,6,7.02,5,5.3,4,0.24,1,,,66.84,5,26,5,103.23,5,56.37,6
"26380","2010",부산광역시 사하구,66.65,4,-1.69,10,-4.63,10,11.53,6,5.4,4,42.33,6,0.03,4,66.86,4,-0.3,1,33381,6,34116,6,12.97,3,12.47,4,36.56,6,257382,6,273586,6,274.24,5,5.26,6,33.06,6,3.63,5,18.8,4,430.09,4,0.1,6,0,1,39732304.13,6,35.41,5,1.24,5,0.76,1,0.95,5,0.85,7,32524,6,18704,6,30.65,5,8.26,5,3.22,2,-2.2,1,,,75.56,6,24.6,5,108.22,5,50.43,5
"26530","2010",부산광역시 사상구,66.74,4,-0.52,10,-8.21,10,11.07,6,5.04,3,46.38,6,0,1,65.12,4,1.01,5,22556,5,22196,5,11.71,3,11.01,3,39.45,6,192699,6,201560,6,456.77,6,4.57,5,35.98,6,2.2,3,22.3,5,545.84,4,0.2,7,0.32,7,30071548.88,6,107.48,7,0.9,3,-0.35,1,1.16,5,1.15,7,42372,7,25788,6,30.2,5,3.39,1,2.21,1,-2.01,1,,,78.24,6,22.6,5,102.93,5,38.32,5
"28200","2010",인천광역시 남동구,45.37,2,0.55,8,23.29,7,11.78,6,3.65,2,28.42,5,0.02,2,45.9,2,2.16,6,35411,6,36405,6,10.4,2,10.18,3,44.27,6,340440,7,357700,7,385.05,6,6.51,6,41.97,7,4.99,5,37,6,668.03,5,0.04,3,-0.01,1,64573029.66,7,46.64,5,4.73,7,6.46,6,5.87,7,5.67,7,76516,7,27996,7,20.53,4,24.62,7,3.2,2,41.98,7,,,81.84,6,22.3,5,111.45,5,32.47,4
"28720","2010",인천광역시 옹진군,190.58,6,2.23,8,18.57,7,9.69,5,12.88,6,20.28,4,0,1,172.3,6,2.84,7,3257,1,3620,1,34.16,6,27.81,6,33.01,5,9535,1,13018,1,243.34,5,3.01,4,1.75,1,2.48,3,22.7,5,1142.9,6,,,0,1,1951786.8,1,24.33,3,9.8,7,19.28,7,6.5,7,0,1,1593,1,1513,1,43.04,6,8.68,5,18.03,7,72.96,7,,,66.22,5,32,6,162.78,6,37.41,5
"29155","2010",광주광역시 남구,71.69,4,0.37,8,0.34,5,12.05,6,6.21,4,42.41,6,0.03,4,70.51,4,1.48,6,24036,6,23795,5,15.31,4,14.94,4,33.07,5,157046,6,159320,5,211.02,4,4.42,5,4.07,1,3.81,5,15.7,4,379.58,3,0.17,7,-0.01,1,22439717.06,5,31.24,4,0.86,3,7,6,-0.35,1,-3.33,10,7099,2,10356,5,39.28,6,16.48,6,4.84,4,-13.64,1,,,69.74,5,26.9,5,111.63,5,54.47,6
"29200","2010",광주광역시 광산구,29.44,1,4.25,8,20.26,7,11.9,6,4.35,3,34.43,5,0.01,1,28.4,1,5.92,7,25083,6,24142,6,9.83,2,9.5,3,41.88,6,255195,6,254102,6,323.26,5,6.31,6,37.74,6,3.03,4,19.3,5,567.66,5,0.07,5,0.13,7,34141274.2,6,40.62,5,6.66,7,9.26,6,6.35,7,2.47,7,44311,7,18608,6,9.95,1,24.85,7,5.63,5,-0.42,1,,,85.51,6,23.1,5,120.02,5,58,6
"31110","2010",울산광역시 중구,50.81,2,-0.1,10,-1.6,10,11.45,6,4.46,3,24.09,4,0.01,1,50.4,3,1.17,5,18035,5,17978,5,10.75,2,10.03,3,41.71,6,167843,6,179264,6,175.1,4,3.12,4,4.9,1,4.04,5,19.3,5,485.91,4,0,1,0,1,28171898.78,5,39.67,5,1.39,5,5.8,6,1.08,5,5.46,7,9240,3,13089,5,27.08,5,10.29,5,5.28,4,29.55,6,,,64.67,5,25.1,5,95.55,5,41.96,5
"41220","2010",경기도 평택시,53.86,3,0.15,8,2.66,7,11.34,6,5.02,3,23.09,4,0.01,1,55.49,3,2.3,6,39284,6,42381,6,14.58,4,14.09,4,41.7,6,269508,6,300702,6,374.93,6,6.25,6,41.64,7,4.16,5,54.4,6,1102.16,6,0.02,1,0.03,6,54094669.26,6,42.55,5,-1.26,1,3.56,5,-1.83,10,1.3,7,65484,7,25143,6,19.69,4,13.03,6,8.13,5,58.61,7,,,75.79,6,24.8,5,123.41,5,52.82,6
"41270","2010",경기도 안산시,35.7,1,-0.34,10,6.92,7,11.77,6,2.91,1,23.3,4,0.04,5,35.15,1,1.35,6,45805,6,45508,6,8.73,1,8.43,2,55.94,6,524963,7,539906,7,361.73,6,6.4,6,42.6,7,4.21,5,57.6,7,789.56,5,0.07,5,0.03,6,96976491.28,7,40.92,5,2.71,6,6.25,6,0.83,4,7.3,7,110164,7,40418,7,16.98,4,10.4,6,2.94,2,23.03,6,,,73.45,6,21.9,5,88.47,5,35.49,5
"41610","2010",경기도 광주시,49.82,2,3.16,8,10.88,7,11.68,6,2.99,1,15.76,2,0,1,50.73,3,4.7,7,20802,5,22354,5,12.86,3,12.19,4,41.8,6,161716,6,183367,6,369.69,6,5.48,6,40.69,7,2.87,4,57.6,7,1468.65,6,0.17,7,0,1,40171750.85,6,59.71,6,2.99,6,4.64,5,5.88,7,0.14,2,37578,6,16858,6,4.92,1,15.33,6,7.86,5,44.24,7,,,63.46,5,26.5,5,109.71,5,52.33,6
"41630","2010",경기도 양주시,55.5,3,6.01,8,23.62,7,11.21,6,4.24,3,21.76,4,0,1,54.27,3,8.02,7,19963,5,19962,5,15.63,4,14.26,4,44.43,6,127743,5,139959,5,313.71,5,5.11,6,46.12,7,2.68,4,40.8,6,1034.63,6,0,1,-0.01,1,28157038.59,5,39.87,5,1.61,5,-1.65,1,2.86,7,-3.04,10,28462,6,12086,5,9.78,1,26.27,7,7.28,5,75.13,7,,,80.64,6,24.8,5,122.58,5,53.01,6
"42190","2010",강원도 태백시,104.21,5,-1.47,10,-6.84,10,9.92,5,8.86,5,36.45,5,0.08,6,103.54,5,0.87,5,8028,2,7536,1,22.51,5,20.9,5,39.54,6,35668,1,36050,1,307.09,5,4.17,5,5.8,1,5.45,6,27.1,5,546.26,4,0.01,1,-0.02,1,4928167.04,1,47.75,5,0.94,4,-2.37,1,0,1,-1.42,10,2568,1,3744,1,52.23,6,5.63,4,7.49,5,-4.1,1,,,86.84,6,23.7,5,142.34,6,51.4,6
"42830","2010",강원도 양양군,187.42,6,-0.44,10,-13.99,10,9.68,5,12.87,6,61.76,6,0.04,5,176.79,6,-0.1,1,5932,1,5940,1,36.62,6,31.89,6,30.22,5,16197,1,18629,1,387.91,6,3.31,4,9.99,4,2.04,3,13.8,3,802.76,5,0,1,0,1,3262530.16,1,44.65,5,0.74,3,1.27,1,-2.44,10,6.3,7,3691,1,3271,1,36.77,6,9.24,5,27.14,7,-5.93,1,,,68.77,5,31.4,6,169.44,6,33.83,5
"43130","2010",충청북도 충주시,96.94,5,0.12,8,-0.78,10,10.4,5,7.91,5,37.18,5,0.07,6,93.35,5,0.9,5,30470,6,29968,6,21.85,5,20.47,5,33.66,5,139458,5,146410,5,296.1,5,4.3,5,18.45,5,6.25,6,20.3,5,717.25,5,0.03,1,-0.04,10,24256290.43,5,44.35,5,5.39,7,5.28,6,5.2,7,1.76,7,11391,4,14351,6,28.01,5,9.75,5,6.39,5,13.1,4,,,75.11,6,26.6,5,131.62,6,53.24,6
"43710","2010",충청북도 청원군,90.38,5,0.9,8,,,10.5,6,8.49,5,23.71,4,0.17,7,85.5,5,2.11,6,22123,5,22090,5,23.19,5,21.03,5,34.58,5,95417,4,105019,4,,,,,,,,,37.5,6,1166.26,6,0,1,0.01,2,13923248.55,3,,,,,,,,,,,,,,,,,,,12.92,6,40.07,6,,,,,27.5,6,141.56,6,55.97,6
"43770","2010",충청북도 음성군,103.26,5,0.31,8,1.35,7,9.83,5,8.73,5,31.75,5,0.01,1,102.5,5,1.53,6,13953,4,14460,4,25.75,5,23.13,5,32.27,5,54180,2,62525,2,467.26,6,7.29,6,57.71,7,2.77,4,28.6,6,1075.1,6,0.26,7,0,1,8920695.91,1,34.68,5,3.99,7,8.35,6,3.39,7,2.47,7,24563,6,5841,3,23.87,5,10.19,5,11.65,6,43.21,7,,,77.37,6,26.7,5,149.45,6,60.75,6
"44830","2010",충청남도 당진시,100.99,5,3.21,8,20.96,7,10.18,5,7.62,5,20.32,4,0,1,98.11,5,4.4,7,22470,5,22718,5,24.86,5,22.94,5,36.57,6,90386,4,99030,4,311.39,5,5.44,6,32.66,6,4.53,5,39,6,1587.58,6,0.03,3,0,1,17219615.17,4,36.27,5,6.43,7,14.79,7,3.78,7,12.38,7,14735,5,8297,4,22.47,5,23.74,7,12.79,6,66.89,7,,,62.97,5,29.9,6,143.02,6,72.46,6
"43745","2015",충청북도 증평군,90.28,4,4.75,7,12.48,7,11.05,5,7.54,5,27.19,5,,,90.57,4,5.46,7,5063,1,5150,1,20.42,5,19.93,5,35.8,6,24794,1,25835,1,325.16,5,4.87,5,29.57,6,4.02,5,17.17,4,898.43,5,-0.34,10,0.5,7,3908431.99,1,45.57,5,2.13,6,3.79,5,-1.57,1,-2.63,1,25588,6,2450,1,49.13,6,16.57,6,15.7,6,-10.07,1,,,82.82,6,28.1,5,144.36,6,68.24,6
"43750","2015",충청북도 진천군,115.65,5,3.95,7,4.71,6,10.69,5,8.24,5,28.01,5,,,112.49,4,4.31,7,10744,2,10988,2,23.98,5,23.27,5,28.99,5,44795,1,47225,1,638.96,6,7.69,6,58.91,7,2.04,2,29.02,6,1742.33,6,0.36,6,0.14,4,8135615.31,1,47.19,5,4.98,7,2.97,5,9.58,7,6.61,7,3502,1,5646,2,39.88,5,16.33,6,17.88,6,24.87,6,,,79.43,6,28.2,5,156.77,6,83.5,6
"43760","2015",충청북도 괴산군,397.16,7,2,7,17.63,7,9.26,5,16.35,6,49.53,6,,,400.63,7,1.14,7,10890,2,11454,2,46.75,6,46.8,6,10.87,2,23294,1,24474,1,324.05,5,4.79,5,27.86,6,2.44,3,12.99,4,764.48,4,0.25,5,0,1,4498671.67,1,36.89,4,-0.45,1,7.49,6,-0.21,1,1.69,4,34616,6,2626,1,52.71,6,11.67,6,8.55,5,43.98,7,,,65.73,5,34.3,6,152.17,6,83.31,6
"44180","2015",충청남도 보령시,177.92,6,0.66,7,1.14,1,10.09,5,11.1,6,46.13,6,,,181.38,6,0.42,6,21705,5,22460,5,33.4,6,32.13,6,20.13,5,64984,3,69911,3,323,5,4.24,5,15.21,5,4.61,5,19.9,5,987.42,5,0.12,3,0.08,2,14306174.98,3,48.76,5,0.72,3,4.76,6,1.99,5,0.86,1,5146,1,7980,4,52.38,6,5.98,4,11.22,6,-3.19,1,,,68.66,5,31.2,6,142.91,6,81.65,6
"44250","2015",충청남도 계룡시,46.75,1,2.5,7,-6.02,10,13.32,6,4.3,3,13.56,2,,,46.04,1,2.9,7,3544,1,3595,1,12.7,3,11.85,3,32.69,6,27904,1,30327,1,203.64,4,4.28,5,9.53,3,6.47,6,23.42,5,634.49,4,0.09,2,0.02,1,4098214.21,1,30.19,4,2.8,6,0.89,1,5.12,7,10.26,7,705,1,1984,1,26.24,4,8.05,5,21.96,7,-7.48,1,,,79.61,6,28,5,140.23,6,66.86,6
"44790","2015",충청남도 청양군,361.54,7,1.4,7,4.19,6,8.64,5,17.14,6,34.54,5,,,364.06,7,0.73,6,9888,2,10179,2,53.8,6,52.17,6,9.14,1,18378,1,19510,1,348.25,5,4.06,5,23.65,6,2.26,3,15.18,4,792.33,4,-0.12,1,0,1,3519923.43,1,50.79,5,4.46,7,7.78,6,10.45,7,4.63,6,2675,1,2789,1,55.35,6,6.26,4,15.21,6,18.11,6,,,63.81,5,32.2,6,156.86,6,85.79,6
"44800","2015",충청남도 홍성군,165.63,5,3.12,7,11.06,7,10.29,5,10.7,6,30.86,5,,,168.71,5,2.92,7,19798,5,20625,5,32.88,6,33.43,6,25.12,5,60220,2,61703,2,343.86,5,4.52,5,15.7,5,5.76,6,19.81,5,989.71,5,0.11,3,0.42,6,11893212.7,3,58.03,5,2.13,6,2.04,3,3.52,6,-2.08,1,3767,1,7195,3,45.52,5,15.9,6,18.88,6,14.48,5,,,68.85,5,30.9,6,149.21,6,84.41,6
"44825","2015",충청남도 태안군,248.1,6,1.83,7,8.28,7,9.54,5,12.47,6,31.39,5,,,255.44,6,1.45,7,15511,4,16353,4,42.4,6,40.15,6,15.96,4,36586,1,40729,1,316.96,5,3.59,5,3.6,1,3.94,5,18.58,5,1416.28,6,-0.11,1,0.12,4,9932529.34,2,53.71,5,4.06,7,10.48,7,6.64,7,-4.24,10,856,1,5610,2,46.63,5,11.11,6,15.57,6,20.03,6,,,62.08,5,35.3,6,150.92,6,80.91,6
"45130","2015",전라북도 군산시,99.69,4,-0.2,1,3.14,5,11.57,6,7.61,5,48.42,6,,,100.71,4,0.11,1,39709,6,41317,6,20.99,5,21.07,5,30.97,6,189182,6,196054,6,376.2,5,5.04,5,28.13,6,4.79,5,26.17,6,1027.09,5,0.22,5,0.17,5,36357579,6,50.03,5,3.06,7,3.94,5,3.87,6,4.55,6,29460,6,20799,6,50.05,6,10.45,6,14.92,6,14.83,5,,,78.22,6,29.8,6,145.73,6,59.39,5
"45180","2015",전라북도 정읍시,203.64,6,-0.76,10,-2.14,1,9.85,5,15.1,6,72.97,6,,,203.32,6,-1.03,10,26742,5,27944,5,39.26,6,37.62,6,18.58,4,68114,3,74289,3,297.96,5,4.22,5,21.79,6,4.57,5,13.44,4,622.43,4,0.17,4,0.45,6,14306091,3,45.66,5,-0.34,1,2.55,4,3.21,6,-2.28,1,7531,2,8180,4,60.51,6,4.17,3,12.79,6,11.37,5,,,80.32,6,28.5,6,149.98,6,61.87,5
"45210","2015",전라북도 김제시,273.62,6,-0.99,10,-1.4,1,9.53,5,16.92,6,88.25,7,,,270.42,6,-1.54,10,23682,5,24524,5,47.56,6,44.49,6,13.99,3,49799,1,55128,2,343.55,5,4.7,5,29.19,6,3.25,4,11.42,3,780.18,4,0.18,5,0.11,3,10018854,2,55.47,5,3.05,7,4.81,6,5.71,7,4.47,6,8896,3,6480,3,65.4,6,5.63,4,14.9,6,21.81,6,,,75.81,6,29.7,6,157.64,6,63.1,6
"46710","2015",전라남도 담양군,322.4,6,-0.11,1,3.67,6,9.29,5,15.87,6,42.72,6,,,314.63,6,-0.36,1,12625,3,13208,3,48.57,6,44.62,6,7.58,1,25991,1,29603,1,381.82,5,5.07,5,23.6,6,1.81,2,17.56,5,958.67,5,0.74,7,0,1,5045725,1,48.42,5,5.8,7,2.72,4,10.61,7,5.44,6,4236,1,3539,1,59.59,6,8.06,5,14.96,6,19.23,6,,,65.3,5,31.1,6,142.83,6,65.36,6
"46780","2015",전라남도 보성군,357.11,7,-0.56,10,0.13,1,8.49,5,22.72,7,56.89,6,,,360.02,7,-1.16,10,14245,3,15182,4,64.8,7,58.5,7,7.55,1,21984,1,25950,1,280.2,5,3.42,5,8.83,3,2.86,4,9.96,2,938.1,5,0,1,0.01,1,4339734,1,52.24,5,5.42,7,7.18,6,7.85,7,-4.18,10,1161,1,3715,1,65.69,6,5.04,4,18.08,6,9.72,4,,,78.68,6,30.7,6,174.81,6,62.21,5
"46910","2015",전라남도 신안군,456.29,7,-0.38,10,6.61,6,8.46,5,20.39,7,51.3,6,,,444.74,7,-1.04,10,12443,3,13738,3,61.45,7,51.91,6,2.36,1,20248,1,26467,1,210.93,4,2.99,4,8.66,3,3.37,4,7.41,1,469.34,2,0.11,3,0.23,6,4526161,1,20.3,2,-2.37,10,-0.74,1,-3.9,10,-3.75,10,922,1,3051,1,78.32,6,2.44,1,13.42,6,10.98,4,,,76.31,6,31,6,169.62,6,83.98,6
"47230","2015",경상북도 영천시,247.48,6,0.22,5,-1.09,1,9.78,5,13.71,6,56.78,6,,,248.77,6,-0.04,1,23615,5,24394,5,38.68,6,36.71,6,19.55,4,61057,2,66448,3,420.59,6,5.24,6,42.12,7,3.4,4,18.84,5,1216.16,5,0.16,4,0.38,6,12781988,3,48.11,5,4.85,7,3.4,5,6.47,7,10.66,7,17831,5,8084,4,55.91,6,9.36,5,16.4,6,28.91,6,,,80.73,6,27.8,5,154.41,6,67.29,6
